0.0	0.01725670498084
1.01	1.844562376238
2.029	2.0451265947
3.033	2.0492749004
4.041	1.750904761904
5.08	1.761539942252
6.193	1.0254950584
7.199	1.149184890656
8.2	1.106973026974
9.219	1.31430814524
10.229	0.96396039604
11.429	0.890973333334
12.439	1.388942574258
13.46	1.307063663076
14.469	1.060138751238
15.48	1.35490405539
16.481	1.372915084916
17.489	1.58953968254
18.49	1.30177022977
19.539	1.083988560534
20.549	1.695271287128
21.579	0.697506796116
22.58	0.751504495504
23.599	0.880675171736
24.629	0.79760776699
25.651	0.561064579256
26.771	0.519671428572
27.882	0.934754275428
28.883	1.413418581418
29.932	2.16428598666
31.032	2.6102109091
32.083	3.34538534728
33.122	3.24304138594
34.123	3.5098021978
35.124	4.08073526474
36.223	3.34036032758
37.231	3.57163492064
38.383	2.89505555556
39.582	3.22688907422
40.584	3.44006387226
41.602	3.36053438114
42.611	2.92898315164
43.647	2.93728185328
44.652	4.32603383084
45.752	3.3073309091
46.902	3.47610434782
48.022	3.52195714286
49.052	3.43603883496
50.222	2.79915141146
51.223	3.1086033966
52.322	4.05006733394
53.372	3.5446329838
54.373	2.9633086913
55.572	2.41179649708
56.573	3.92851948052
57.574	3.85715084916
58.772	3.29567946578
59.783	4.38306627102
60.811	4.52706614786
61.812	3.60784815184
62.901	3.16315151516
63.902	3.0251988012
64.913	3.34116716122
65.932	4.0230814524
67.093	3.33841860466
68.102	4.21037859266
69.103	3.29342657342
70.112	4.71487809712
71.113	3.88553846154
72.262	4.05962750218
73.263	4.25034165834
74.411	3.2830662021
75.611	3.50218666666
76.612	3.77836563436
77.618	3.5929224652
78.732	3.63208617594
79.882	3.56016695652
80.892	4.44845940594
82.072	2.88581694916
83.272	3.21578666666
84.451	3.34040373198
85.621	3.28876581196
86.631	2.67055841584
87.662	3.41963918526
88.663	3.53443356644
89.701	3.96454720616
90.84	4.00648990342
91.841	4.04601798202
93.021	2.7467661017
94.023	3.51402794412
95.031	3.24138095238
96.032	3.46912287712
97.033	3.65161238762
98.142	3.38361767358
99.143	4.08167832168
100.145	3.03912175648
101.311	2.68186620926
102.491	3.21288135594
103.702	3.5717786953
104.703	3.82628571428
105.89	3.03158887952
106.892	3.86063073852
107.893	3.04484315684
108.991	2.4764590164
110.152	3.08682859604
111.161	3.61893359762
112.191	2.8091961165
113.201	4.13382970298
114.391	3.21128067226
115.592	3.68684762698
116.593	4.2953046953
117.6	2.80551340616
118.621	3.3706718903
119.661	2.21495384616
120.772	2.72790639064
121.78	3.54804761904
122.782	2.91353293414
123.79	3.39971428572
124.87	3.15716991644
125.871	3.29681518482
126.872	3.3914085914
127.873	3.02246553446
128.881	2.87606349206
130.07	2.5407703953
131.19	2.58157142858
132.21	2.1467137255
133.35	2.75776842106
134.421	3.49358730158
135.43	3.11054905848
136.431	3.01018981018
137.49	2.03775637394
138.491	3.66837962038
139.492	3.982001998
140.531	3.33523772858
141.551	3.02436078432
142.552	4.16453946054
143.74	3.47998653198
144.751	3.79459545004
145.761	4.21465346534
146.762	3.89148451548
147.881	3.17160321716
148.91	3.56428377066
149.911	3.55685914086
151.08	3.47524379812
152.081	3.9758961039
153.082	2.32131068932
154.36	2.5402942097
155.39	2.3927145631
156.58	3.1542722689
157.581	3.06357642358
158.68	3.62440036396
159.681	3.09572027972
160.69	2.94923290386
161.699	3.74710802776
162.7	1.89572027972
163.779	2.54408897126
164.789	1.583714851486
165.81	2.13933006856
166.811	2.63665934066
168.0	2.56273170732
169.019	2.3834033366
170.02	1.749626373626
171.1	1.699674074074
172.24	2.53044210526
173.241	2.99455744256
174.25	2.25853716552
175.26	3.40262970298
176.37	2.87073153154
177.489	2.82447227192
178.59	2.84922181818
179.591	3.5804035964
180.592	3.01266733266
